id,student,merchant,orderTime,status,totalAmount,items
521,stu_14,星巴克,2024-07-08 12:35:00,已完成,69.0,抹茶星冰乐:1;焦糖玛奇朵:1;
522,stu_36,茶百道,2024-07-09 12:35:00,已完成,68.0,青提茉莉:2;超级大瓜:1;蜜瓜冰淇淋:1;
523,stu_23,蜜雪冰城,2024-07-09 10:32:00,已完成,5.0,冰鲜柠檬水:1;
524,stu_26,茶百道,2024-07-10 12:05:00,已完成,100.0,青提茉莉:3;超级大瓜:1;蜜瓜冰淇淋:2;
525,stu_34,奈雪的茶,2024-07-10 11:59:00,已完成,54.0,霸气橙子:2;金色山脉珍珠奶茶:1;
526,stu_33,喜茶,2024-07-11 12:52:00,已完成,97.0,清爽芭乐提:1;牦牛乳酥油茶:1;多肉桃李:1;羽衣纤体瓶:2;
527,吴十,星巴克,2024-07-11 18:24:00,已完成,180.0,焦糖玛奇朵:3;燕麦拿铁:1;白桃气泡美式:1;
528,stu_10,古茗,2024-07-12 20:10:00,已完成,28.0,云雾栀子:2;
529,stu_10,喜茶,2024-07-12 06:20:00,已完成,19.0,清爽芭乐提:1;
530,stu_29,蜜雪冰城,2024-07-13 19:25:00,已完成,8.0,青提肉多多:1;
531,stu_50,瑞幸,2024-07-13 13:42:00,已完成,58.0,鲜萃轻轻茉莉:1;荔枝冰萃:2;
532,stu_44,星巴克,2024-07-13 08:33:00,已完成,141.0,抹茶星冰乐:1;焦糖玛奇朵:1;燕麦拿铁:1;比利时黑巧拿铁:1;
533,stu_1,蜜雪冰城,2024-07-13 16:06:00,已完成,11.0,青提肉多多:1;新鲜冰激凌:1;
534,stu_1,瑞幸,2024-07-13 17:44:00,已完成,64.8,橙C美式:1;鲜萃轻轻茉莉:1;荔枝冰萃:1;生椰拿铁:1;
535,stu_5,蜜雪冰城,2024-07-14 17:41:00,已完成,51.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:4;冰鲜柠檬水:1;
536,stu_10,蜜雪冰城,2024-07-14 16:28:00,已完成,8.0,青提肉多多:1;
537,周九,喜茶,2024-07-14 18:29:00,已完成,97.0,清爽芭乐提:2;牦牛乳酥油茶:1;多肉桃李:1;羽衣纤体瓶:1;
538,张三,奈雪的茶,2024-07-15 19:19:00,已完成,38.0,霸气橙子:2;
539,stu_17,茶百道,2024-07-15 10:51:00,已完成,18.0,蜜瓜冰淇淋:1;
540,stu_32,蜜雪冰城,2024-07-16 19:17:00,已完成,10.0,冰鲜柠檬水:2;
541,stu_21,茶百道,2024-07-16 17:29:00,已取消,68.0,青提茉莉:2;超级大瓜:1;蜜瓜冰淇淋:1;
542,李四,蜜雪冰城,2024-07-17 14:20:00,已完成,16.0,青提肉多多:1;新鲜冰激凌:1;冰鲜柠檬水:1;
543,stu_43,瑞幸,2024-07-17 06:14:00,已完成,27.8,橙C美式:2;
544,stu_32,茶百道,2024-07-18 15:05:00,已完成,42.0,青提茉莉:3;
545,stu_17,瑞幸,2024-07-18 10:34:00,已完成,13.9,橙C美式:1;
546,孙八,古茗,2024-07-18 10:46:00,已完成,17.0,云深幽兰:1;
547,stu_42,喜茶,2024-07-19 10:35:00,已完成,38.0,羽衣纤体瓶:2;
548,周九,古茗,2024-07-19 18:30:00,已完成,56.0,云雾栀子:4;
549,李四,瑞幸,2024-07-20 10:32:00,已完成,32.0,羽衣轻体果蔬茶:2;
550,stu_39,古茗,2024-07-20 10:07:00,已完成,28.0,云雾栀子:2;
551,王五,奈雪的茶,2024-07-20 10:21:00,已完成,19.0,霸气橙子:1;
552,stu_45,奈雪的茶,2024-07-21 08:42:00,已完成,38.0,霸气橙子:2;
553,stu_38,星巴克,2024-07-21 15:33:00,已完成,39.0,比利时黑巧拿铁:1;
554,stu_25,蜜雪冰城,2024-07-21 13:56:00,已完成,16.0,青提肉多多:2;
555,stu_24,喜茶,2024-07-22 18:43:00,已完成,97.0,清爽芭乐提:2;牦牛乳酥油茶:1;多肉桃李:1;羽衣纤体瓶:1;
556,stu_24,蜜雪冰城,2024-07-22 21:34:00,已完成,3.0,新鲜冰激凌:1;
557,stu_12,瑞幸,2024-07-23 06:18:00,已完成,13.9,橙C美式:1;
558,stu_22,茶百道,2024-07-23 17:51:00,已完成,104.0,青提茉莉:2;超级大瓜:1;蜜瓜冰淇淋:3;
559,stu_41,蜜雪冰城,2024-07-24 16:34:00,已完成,32.0,青提肉多多:4;
560,stu_38,喜茶,2024-07-24 11:50:00,已完成,169.0,清爽芭乐提:1;牦牛乳酥油茶:1;多肉桃李:3;羽衣纤体瓶:4;
561,stu_24,蜜雪冰城,2024-07-25 12:21:00,已取消,30.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:2;
562,stu_14,古茗,2024-07-25 16:34:00,已完成,28.0,云雾栀子:2;
563,stu_46,茶百道,2024-07-25 06:19:00,已完成,82.0,青提茉莉:2;蜜瓜冰淇淋:3;
564,stu_41,喜茶,2024-07-25 18:59:00,已完成,61.0,清爽芭乐提:1;牦牛乳酥油茶:1;羽衣纤体瓶:1;
565,stu_32,奈雪的茶,2024-07-25 19:40:00,已完成,76.0,霸气橙子:4;
566,王五,奈雪的茶,2024-07-26 08:48:00,已完成,54.0,茉莉初雪奶茶:1;霸气橙子:2;
567,stu_47,茶百道,2024-07-26 09:42:00,已完成,14.0,青提茉莉:1;
568,stu_4,奈雪的茶,2024-07-26 19:17:00,已完成,16.0,金色山脉珍珠奶茶:1;
569,stu_36,蜜雪冰城,2024-07-27 08:28:00,已完成,19.0,新鲜冰激凌:1;满杯百香果:2;
570,stu_25,茶百道,2024-07-27 07:35:00,已完成,42.0,青提茉莉:3;
571,王五,蜜雪冰城,2024-07-27 19:05:00,已完成,3.0,新鲜冰激凌:1;
572,stu_40,瑞幸,2024-07-27 12:08:00,已完成,74.0,鲜萃轻轻茉莉:2;荔枝冰萃:2;
573,stu_45,茶百道,2024-07-28 08:50:00,已完成,60.0,青提茉莉:3;蜜瓜冰淇淋:1;
574,stu_31,喜茶,2024-07-28 06:36:00,已取消,19.0,羽衣纤体瓶:1;
575,stu_12,奈雪的茶,2024-07-28 09:58:00,已完成,35.0,霸气橙子:1;金色山脉珍珠奶茶:1;
576,stu_39,瑞幸,2024-07-28 13:29:00,已完成,29.9,鲜萃轻轻茉莉:1;生椰拿铁:1;
577,stu_38,奈雪的茶,2024-07-29 21:01:00,已取消,32.0,茉莉初雪奶茶:2;
578,stu_45,蜜雪冰城,2024-07-29 09:17:00,已完成,5.0,冰鲜柠檬水:1;
579,stu_13,茶百道,2024-07-30 15:04:00,已完成,42.0,青提茉莉:3;
580,stu_37,古茗,2024-07-30 11:50:00,已完成,73.0,桃桃冰冰李:1;云深幽兰:1;云雾栀子:3;
581,stu_7,奈雪的茶,2024-07-30 21:07:00,已完成,19.0,霸气橙子:1;
582,stu_27,星巴克,2024-07-30 22:49:00,已完成,65.0,抹茶星冰乐:1;燕麦拿铁:1;
583,stu_12,古茗,2024-07-31 15:01:00,已完成,65.0,桃桃冰冰李:1;云深幽兰:3;
584,stu_27,茶百道,2024-07-31 18:51:00,已完成,104.0,青提茉莉:3;超级大瓜:2;蜜瓜冰淇淋:1;
585,stu_7,瑞幸,2024-08-01 16:52:00,已完成,27.8,生椰拿铁:2;
586,张三,喜茶,2024-08-01 13:23:00,已完成,92.0,牦牛乳酥油茶:4;
587,stu_37,喜茶,2024-08-01 08:30:00,已完成,42.0,清爽芭乐提:1;牦牛乳酥油茶:1;
588,stu_25,奈雪的茶,2024-08-02 16:38:00,已完成,16.0,金色山脉珍珠奶茶:1;
589,stu_22,瑞幸,2024-08-02 08:02:00,已取消,16.0,羽衣轻体果蔬茶:1;
590,stu_3,奈雪的茶,2024-08-03 12:09:00,已完成,51.0,茉莉初雪奶茶:1;霸气橙子:1;金色山脉珍珠奶茶:1;
591,stu_25,茶百道,2024-08-03 22:59:00,已完成,18.0,蜜瓜冰淇淋:1;
592,stu_44,蜜雪冰城,2024-08-03 10:24:00,已完成,5.0,冰鲜柠檬水:1;
593,stu_38,茶百道,2024-08-04 18:34:00,已完成,76.0,青提茉莉:1;超级大瓜:2;蜜瓜冰淇淋:1;
594,stu_28,喜茶,2024-08-04 08:14:00,已取消,61.0,清爽芭乐提:1;牦牛乳酥油茶:1;羽衣纤体瓶:1;
595,stu_44,茶百道,2024-08-04 14:25:00,已取消,14.0,青提茉莉:1;
596,stu_6,星巴克,2024-08-05 17:37:00,已完成,392.0,抹茶星冰乐:3;焦糖玛奇朵:2;燕麦拿铁:2;比利时黑巧拿铁:4;
597,stu_13,茶百道,2024-08-05 20:27:00,已完成,14.0,青提茉莉:1;
598,stu_39,茶百道,2024-08-06 13:23:00,已完成,22.0,超级大瓜:1;
599,stu_46,喜茶,2024-08-06 10:05:00,已完成,23.0,牦牛乳酥油茶:1;
600,stu_12,蜜雪冰城,2024-08-07 14:31:00,已完成,16.0,满杯百香果:2;
601,张三,奈雪的茶,2024-08-07 07:12:00,已完成,32.0,茉莉初雪奶茶:2;
602,stu_5,古茗,2024-08-07 17:58:00,已完成,62.0,桃桃冰冰李:1;云深幽兰:2;云雾栀子:1;
603,stu_1,喜茶,2024-08-07 13:28:00,已完成,61.0,牦牛乳酥油茶:1;羽衣纤体瓶:2;
604,stu_46,瑞幸,2024-08-08 06:01:00,已取消,34.9,荔枝冰萃:1;生椰拿铁:1;
605,李四,蜜雪冰城,2024-08-08 17:47:00,已完成,32.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:1;冰鲜柠檬水:2;
606,stu_8,喜茶,2024-08-09 09:09:00,已完成,42.0,牦牛乳酥油茶:1;羽衣纤体瓶:1;
607,stu_33,奈雪的茶,2024-08-09 06:52:00,已完成,16.0,茉莉初雪奶茶:1;
608,stu_15,蜜雪冰城,2024-08-10 08:54:00,已完成,3.0,新鲜冰激凌:1;
609,stu_44,蜜雪冰城,2024-08-10 16:59:00,已取消,11.0,新鲜冰激凌:2;冰鲜柠檬水:1;
610,stu_14,茶百道,2024-08-10 07:50:00,已完成,14.0,青提茉莉:1;
611,stu_20,喜茶,2024-08-11 13:44:00,已完成,57.0,清爽芭乐提:2;羽衣纤体瓶:1;
612,stu_39,瑞幸,2024-08-11 20:56:00,已完成,27.8,橙C美式:2;
613,stu_38,蜜雪冰城,2024-08-11 22:25:00,已完成,31.0,青提肉多多:2;新鲜冰激凌:5;
614,孙八,蜜雪冰城,2024-08-12 13:24:00,已完成,6.0,新鲜冰激凌:2;
615,stu_11,喜茶,2024-08-12 14:58:00,已完成,42.0,牦牛乳酥油茶:1;羽衣纤体瓶:1;
616,stu_47,古茗,2024-08-12 12:21:00,已完成,70.0,桃桃冰冰李:4;云雾栀子:1;
617,stu_24,喜茶,2024-08-13 11:34:00,已完成,65.0,清爽芭乐提:1;牦牛乳酥油茶:2;
618,stu_32,蜜雪冰城,2024-08-13 18:15:00,已完成,19.0,青提肉多多:1;新鲜冰激凌:1;满杯百香果:1;
619,stu_36,奈雪的茶,2024-08-13 15:06:00,已完成,19.0,霸气橙子:1;
620,stu_45,蜜雪冰城,2024-08-14 22:36:00,已完成,15.0,冰鲜柠檬水:3;
621,stu_15,蜜雪冰城,2024-08-14 07:20:00,已完成,3.0,新鲜冰激凌:1;
622,stu_9,奈雪的茶,2024-08-15 21:55:00,已完成,19.0,霸气橙子:1;
623,stu_28,星巴克,2024-08-15 07:48:00,已完成,74.0,焦糖玛奇朵:2;
624,stu_28,喜茶,2024-08-16 11:30:00,已完成,133.0,清爽芭乐提:2;羽衣纤体瓶:5;
625,stu_25,茶百道,2024-08-16 15:52:00,已完成,14.0,青提茉莉:1;
626,stu_21,瑞幸,2024-08-16 10:53:00,已完成,32.0,鲜萃轻轻茉莉:2;
627,stu_34,古茗,2024-08-16 10:41:00,已完成,14.0,云雾栀子:1;
628,stu_45,茶百道,2024-08-17 13:39:00,已完成,14.0,青提茉莉:1;
629,stu_1,茶百道,2024-08-17 15:24:00,已完成,66.0,超级大瓜:3;
630,stu_28,喜茶,2024-08-17 22:12:00,已完成,42.0,清爽芭乐提:1;牦牛乳酥油茶:1;
631,王五,瑞幸,2024-08-17 18:37:00,已取消,29.9,鲜萃轻轻茉莉:1;生椰拿铁:1;
632,张三,瑞幸,2024-08-18 07:37:00,已完成,16.0,鲜萃轻轻茉莉:1;
633,stu_18,蜜雪冰城,2024-08-18 20:00:00,已完成,8.0,青提肉多多:1;
634,stu_10,喜茶,2024-08-18 20:42:00,已完成,95.0,清爽芭乐提:1;牦牛乳酥油茶:1;多肉桃李:2;羽衣纤体瓶:1;
635,stu_35,蜜雪冰城,2024-08-19 08:33:00,已完成,8.0,青提肉多多:1;
636,stu_29,蜜雪冰城,2024-08-19 09:02:00,已完成,29.0,青提肉多多:1;满杯百香果:2;冰鲜柠檬水:1;
637,stu_27,蜜雪冰城,2024-08-20 08:23:00,已完成,33.0,青提肉多多:3;新鲜冰激凌:3;
638,stu_37,蜜雪冰城,2024-08-20 22:42:00,已完成,5.0,冰鲜柠檬水:1;
639,stu_44,奈雪的茶,2024-08-20 22:16:00,已完成,19.0,霸气橙子:1;
640,stu_8,蜜雪冰城,2024-08-20 17:36:00,已完成,8.0,青提肉多多:1;
641,stu_13,蜜雪冰城,2024-08-21 22:48:00,已完成,5.0,冰鲜柠檬水:1;
642,stu_29,瑞幸,2024-08-21 17:15:00,已完成,94.7,羽衣轻体果蔬茶:1;鲜萃轻轻茉莉:1;荔枝冰萃:1;生椰拿铁:3;
643,孙八,茶百道,2024-08-22 10:52:00,已完成,14.0,青提茉莉:1;
644,stu_25,蜜雪冰城,2024-08-22 18:56:00,已完成,32.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:1;冰鲜柠檬水:2;
645,stu_5,蜜雪冰城,2024-08-23 07:38:00,已完成,6.0,新鲜冰激凌:2;
646,stu_12,奈雪的茶,2024-08-23 14:32:00,已完成,16.0,金色山脉珍珠奶茶:1;
647,stu_5,蜜雪冰城,2024-08-24 15:25:00,已完成,6.0,新鲜冰激凌:2;
648,stu_41,瑞幸,2024-08-24 18:08:00,已完成,138.8,羽衣轻体果蔬茶:2;鲜萃轻轻茉莉:1;荔枝冰萃:3;生椰拿铁:2;
649,stu_24,古茗,2024-08-24 17:40:00,已完成,73.0,桃桃冰冰李:1;云深幽兰:1;云雾栀子:3;
650,stu_8,古茗,2024-08-25 17:50:00,已完成,101.0,桃桃冰冰李:3;云深幽兰:1;云雾栀子:3;
651,stu_45,奈雪的茶,2024-08-25 16:27:00,已完成,19.0,霸气橙子:1;
652,stu_45,喜茶,2024-08-25 14:25:00,已完成,141.0,牦牛乳酥油茶:3;多肉桃李:2;羽衣纤体瓶:2;
653,stu_7,瑞幸,2024-08-25 20:17:00,已完成,21.0,荔枝冰萃:1;
654,周九,蜜雪冰城,2024-08-25 07:33:00,已取消,3.0,新鲜冰激凌:1;
655,stu_12,茶百道,2024-08-26 06:38:00,已完成,14.0,青提茉莉:1;
656,孙八,星巴克,2024-08-26 08:26:00,已完成,256.0,抹茶星冰乐:1;焦糖玛奇朵:5;比利时黑巧拿铁:1;
657,stu_11,茶百道,2024-08-27 11:12:00,已完成,14.0,青提茉莉:1;
658,stu_44,古茗,2024-08-27 14:30:00,已完成,28.0,桃桃冰冰李:2;
659,stu_43,瑞幸,2024-08-28 14:21:00,已完成,76.6,橙C美式:4;荔枝冰萃:1;
660,stu_48,奈雪的茶,2024-08-28 06:01:00,已完成,38.0,霸气橙子:2;
661,stu_28,古茗,2024-08-28 06:40:00,已完成,28.0,桃桃冰冰李:1;云雾栀子:1;
662,stu_8,瑞幸,2024-08-29 15:16:00,已完成,13.9,生椰拿铁:1;
663,stu_44,古茗,2024-08-29 14:06:00,已完成,70.0,桃桃冰冰李:3;云雾栀子:2;
664,stu_22,茶百道,2024-08-30 07:43:00,已完成,14.0,青提茉莉:1;
665,stu_41,蜜雪冰城,2024-08-30 13:33:00,已完成,8.0,青提肉多多:1;
666,stu_30,奈雪的茶,2024-08-30 10:20:00,已完成,19.0,霸气橙子:1;
667,stu_45,瑞幸,2024-08-31 14:41:00,已完成,41.7,生椰拿铁:3;
668,stu_49,蜜雪冰城,2024-08-31 20:39:00,已完成,16.0,青提肉多多:1;满杯百香果:1;
669,stu_16,瑞幸,2024-08-31 19:08:00,已完成,16.0,鲜萃轻轻茉莉:1;
670,stu_36,奈雪的茶,2024-09-01 07:40:00,已完成,32.0,茉莉初雪奶茶:2;
671,stu_8,蜜雪冰城,2024-09-01 08:11:00,已取消,3.0,新鲜冰激凌:1;
672,stu_11,茶百道,2024-09-01 15:59:00,已完成,14.0,青提茉莉:1;
673,stu_44,茶百道,2024-09-02 11:32:00,已完成,14.0,青提茉莉:1;
674,stu_12,茶百道,2024-09-02 18:49:00,已完成,54.0,青提茉莉:1;超级大瓜:1;蜜瓜冰淇淋:1;
675,stu_30,蜜雪冰城,2024-09-03 10:50:00,已完成,3.0,新鲜冰激凌:1;
676,stu_7,蜜雪冰城,2024-09-03 20:23:00,已完成,5.0,冰鲜柠檬水:1;
677,stu_13,蜜雪冰城,2024-09-04 10:18:00,已完成,3.0,新鲜冰激凌:1;
678,stu_36,蜜雪冰城,2024-09-04 19:25:00,已完成,5.0,冰鲜柠檬水:1;
679,stu_37,蜜雪冰城,2024-09-04 11:55:00,已完成,32.0,青提肉多多:1;新鲜冰激凌:1;满杯百香果:2;冰鲜柠檬水:1;
680,stu_30,瑞幸,2024-09-05 08:13:00,已完成,32.0,鲜萃轻轻茉莉:2;
681,stu_3,蜜雪冰城,2024-09-05 11:11:00,已完成,16.0,满杯百香果:2;
682,stu_19,茶百道,2024-09-05 19:50:00,已完成,68.0,青提茉莉:2;超级大瓜:1;蜜瓜冰淇淋:1;
683,stu_30,奈雪的茶,2024-09-06 08:42:00,已完成,16.0,金色山脉珍珠奶茶:1;
684,stu_12,古茗,2024-09-06 13:42:00,已完成,28.0,云雾栀子:2;
685,李四,瑞幸,2024-09-06 06:28:00,已完成,21.0,荔枝冰萃:1;
686,stu_30,蜜雪冰城,2024-09-07 19:14:00,已完成,16.0,青提肉多多:2;
687,stu_9,古茗,2024-09-07 10:28:00,已完成,17.0,云深幽兰:1;
688,stu_17,喜茶,2024-09-07 14:00:00,已完成,19.0,清爽芭乐提:1;
689,stu_40,古茗,2024-09-08 22:26:00,已完成,17.0,云深幽兰:1;
690,stu_1,瑞幸,2024-09-08 17:48:00,已完成,59.8,橙C美式:1;羽衣轻体果蔬茶:1;鲜萃轻轻茉莉:1;生椰拿铁:1;
691,孙八,蜜雪冰城,2024-09-08 22:29:00,已完成,8.0,青提肉多多:1;
692,stu_32,喜茶,2024-09-09 16:58:00,已完成,57.0,羽衣纤体瓶:3;
693,stu_37,蜜雪冰城,2024-09-09 20:15:00,已完成,8.0,青提肉多多:1;
694,孙八,星巴克,2024-09-10 22:38:00,已完成,148.0,焦糖玛奇朵:4;
695,stu_11,喜茶,2024-09-10 22:10:00,已完成,38.0,羽衣纤体瓶:2;
696,stu_36,茶百道,2024-09-10 11:36:00,已完成,68.0,青提茉莉:2;超级大瓜:1;蜜瓜冰淇淋:1;
697,stu_20,古茗,2024-09-11 06:51:00,已完成,42.0,云雾栀子:3;
698,stu_49,茶百道,2024-09-11 18:03:00,已取消,32.0,青提茉莉:1;蜜瓜冰淇淋:1;
699,stu_26,蜜雪冰城,2024-09-12 21:09:00,已完成,6.0,新鲜冰激凌:2;
700,stu_11,蜜雪冰城,2024-09-12 20:21:00,已完成,8.0,青提肉多多:1;
701,赵六,喜茶,2024-09-13 12:38:00,已完成,120.0,清爽芭乐提:1;牦牛乳酥油茶:2;多肉桃李:1;羽衣纤体瓶:2;
702,stu_21,茶百道,2024-09-13 07:04:00,已完成,14.0,青提茉莉:1;
703,stu_44,蜜雪冰城,2024-09-14 20:38:00,已完成,8.0,青提肉多多:1;
704,stu_41,蜜雪冰城,2024-09-14 12:26:00,已完成,24.0,青提肉多多:1;新鲜冰激凌:1;满杯百香果:1;冰鲜柠檬水:1;
705,stu_34,蜜雪冰城,2024-09-14 17:09:00,已完成,48.0,青提肉多多:3;新鲜冰激凌:1;满杯百香果:2;冰鲜柠檬水:1;
706,stu_36,喜茶,2024-09-14 21:42:00,已完成,19.0,羽衣纤体瓶:1;
707,stu_37,蜜雪冰城,2024-09-15 16:11:00,已完成,13.0,满杯百香果:1;冰鲜柠檬水:1;
708,stu_13,奈雪的茶,2024-09-15 11:20:00,已完成,70.0,茉莉初雪奶茶:1;霸气橙子:2;金色山脉珍珠奶茶:1;
709,stu_43,奈雪的茶,2024-09-15 16:49:00,已完成,16.0,金色山脉珍珠奶茶:1;
710,张三,喜茶,2024-09-16 16:39:00,已完成,19.0,清爽芭乐提:1;
711,stu_8,奈雪的茶,2024-09-16 09:07:00,已完成,67.0,茉莉初雪奶茶:2;霸气橙子:1;金色山脉珍珠奶茶:1;
712,stu_47,喜茶,2024-09-17 18:47:00,已完成,131.0,清爽芭乐提:1;牦牛乳酥油茶:1;多肉桃李:3;羽衣纤体瓶:2;
713,stu_9,星巴克,2024-09-17 22:14:00,已完成,32.0,抹茶星冰乐:1;
714,stu_11,蜜雪冰城,2024-09-17 09:00:00,已完成,15.0,新鲜冰激凌:5;
715,stu_50,奈雪的茶,2024-09-18 08:01:00,已完成,16.0,金色山脉珍珠奶茶:1;
716,孙八,蜜雪冰城,2024-09-18 17:40:00,已完成,32.0,青提肉多多:2;新鲜冰激凌:1;满杯百香果:1;冰鲜柠檬水:1;
717,李四,喜茶,2024-09-19 06:44:00,已完成,23.0,牦牛乳酥油茶:1;
718,stu_5,奈雪的茶,2024-09-19 13:22:00,已完成,19.0,霸气橙子:1;
719,stu_45,古茗,2024-09-20 12:48:00,已完成,93.0,桃桃冰冰李:1;云深幽兰:3;云雾栀子:2;
720,stu_14,蜜雪冰城,2024-09-20 12:26:00,已完成,15.0,冰鲜柠檬水:3;
721,王五,奈雪的茶,2024-09-21 19:32:00,已完成,16.0,金色山脉珍珠奶茶:1;
722,stu_32,茶百道,2024-09-21 13:46:00,已完成,42.0,青提茉莉:3;
723,stu_28,茶百道,2024-09-21 21:27:00,已取消,14.0,青提茉莉:1;
724,stu_9,古茗,2024-09-22 21:39:00,已完成,14.0,桃桃冰冰李:1;
725,stu_31,蜜雪冰城,2024-09-22 16:32:00,已完成,5.0,冰鲜柠檬水:1;
726,stu_39,瑞幸,2024-09-22 22:16:00,已完成,21.0,荔枝冰萃:1;
727,stu_28,奈雪的茶,2024-09-23 16:59:00,已完成,32.0,金色山脉珍珠奶茶:2;
728,stu_1,星巴克,2024-09-23 22:10:00,已完成,74.0,焦糖玛奇朵:2;
729,stu_25,喜茶,2024-09-24 16:27:00,已取消,84.0,牦牛乳酥油茶:2;羽衣纤体瓶:2;
730,赵六,喜茶,2024-09-24 09:47:00,已完成,38.0,羽衣纤体瓶:2;
731,stu_49,茶百道,2024-09-24 21:38:00,已完成,22.0,超级大瓜:1;
732,stu_40,瑞幸,2024-09-25 12:44:00,已完成,29.9,鲜萃轻轻茉莉:1;生椰拿铁:1;
733,stu_4,蜜雪冰城,2024-09-25 17:46:00,已完成,5.0,冰鲜柠檬水:1;
734,stu_30,茶百道,2024-09-25 07:34:00,已完成,14.0,青提茉莉:1;
735,stu_49,古茗,2024-09-25 17:22:00,已完成,82.0,桃桃冰冰李:1;云深幽兰:4;
736,赵六,蜜雪冰城,2024-09-25 09:48:00,已完成,18.0,满杯百香果:1;冰鲜柠檬水:2;
737,stu_1,奈雪的茶,2024-09-26 17:29:00,已完成,51.0,茉莉初雪奶茶:1;霸气橙子:1;金色山脉珍珠奶茶:1;
738,stu_10,星巴克,2024-09-26 21:17:00,已完成,70.0,焦糖玛奇朵:1;燕麦拿铁:1;
739,stu_8,古茗,2024-09-27 12:54:00,已完成,73.0,桃桃冰冰李:1;云深幽兰:1;云雾栀子:3;
740,stu_8,蜜雪冰城,2024-09-27 20:47:00,已取消,16.0,青提肉多多:2;
741,stu_22,茶百道,2024-09-28 15:06:00,已完成,22.0,超级大瓜:1;
742,stu_17,奈雪的茶,2024-09-28 19:15:00,已完成,19.0,霸气橙子:1;
743,stu_15,蜜雪冰城,2024-09-28 20:19:00,已完成,24.0,青提肉多多:3;
744,stu_7,茶百道,2024-09-28 18:11:00,已取消,54.0,青提茉莉:1;超级大瓜:1;蜜瓜冰淇淋:1;
745,stu_7,蜜雪冰城,2024-09-29 09:04:00,已完成,19.0,青提肉多多:2;新鲜冰激凌:1;
746,stu_20,茶百道,2024-09-29 19:42:00,已完成,102.0,青提茉莉:1;超级大瓜:4;
747,stu_31,茶百道,2024-09-29 09:43:00,已完成,54.0,青提茉莉:1;超级大瓜:1;蜜瓜冰淇淋:1;
748,stu_5,瑞幸,2024-09-30 18:49:00,已完成,69.8,橙C美式:1;荔枝冰萃:2;生椰拿铁:1;
749,stu_27,奈雪的茶,2024-09-30 21:57:00,已完成,32.0,金色山脉珍珠奶茶:2;
750,stu_14,星巴克,2024-09-30 21:00:00,已完成,36.0,白桃气泡美式:1;
751,stu_11,星巴克,2024-10-01 15:11:00,已完成,37.0,焦糖玛奇朵:1;
752,stu_40,奈雪的茶,2024-10-01 22:14:00,已完成,38.0,霸气橙子:2;
753,stu_37,蜜雪冰城,2024-10-01 19:57:00,已完成,5.0,冰鲜柠檬水:1;
754,stu_12,蜜雪冰城,2024-10-02 18:20:00,已完成,61.0,青提肉多多:3;新鲜冰激凌:1;满杯百香果:3;冰鲜柠檬水:2;
755,stu_15,茶百道,2024-10-02 21:50:00,已完成,54.0,蜜瓜冰淇淋:3;
756,stu_20,蜜雪冰城,2024-10-03 09:00:00,已完成,8.0,青提肉多多:1;
757,张三,喜茶,2024-10-03 18:30:00,已完成,137.0,清爽芭乐提:1;牦牛乳酥油茶:2;多肉桃李:2;羽衣纤体瓶:2;
758,stu_5,茶百道,2024-10-03 11:47:00,已完成,32.0,青提茉莉:1;蜜瓜冰淇淋:1;
759,stu_49,蜜雪冰城,2024-10-03 15:36:00,已完成,43.0,青提肉多多:3;新鲜冰激凌:2;满杯百香果:1;冰鲜柠檬水:1;
760,王五,茶百道,2024-10-04 10:57:00,已完成,14.0,青提茉莉:1;
761,stu_43,茶百道,2024-10-04 21:05:00,已完成,18.0,蜜瓜冰淇淋:1;
762,李四,喜茶,2024-10-05 22:03:00,已完成,57.0,羽衣纤体瓶:3;
763,stu_13,蜜雪冰城,2024-10-05 18:57:00,已完成,41.0,青提肉多多:2;新鲜冰激凌:4;满杯百香果:1;冰鲜柠檬水:1;
764,吴十,星巴克,2024-10-05 06:57:00,已完成,66.0,燕麦拿铁:2;
765,stu_10,茶百道,2024-10-06 20:21:00,已完成,14.0,青提茉莉:1;
766,stu_26,蜜雪冰城,2024-10-06 17:54:00,已取消,56.0,青提肉多多:5;新鲜冰激凌:1;满杯百香果:1;冰鲜柠檬水:1;
767,stu_15,奈雪的茶,2024-10-06 13:35:00,已完成,70.0,茉莉初雪奶茶:1;霸气橙子:2;金色山脉珍珠奶茶:1;
768,stu_26,蜜雪冰城,2024-10-06 10:02:00,已完成,9.0,新鲜冰激凌:3;
769,stu_2,奈雪的茶,2024-10-06 20:07:00,已完成,48.0,金色山脉珍珠奶茶:3;
770,孙八,茶百道,2024-10-07 09:00:00,已完成,32.0,青提茉莉:1;蜜瓜冰淇淋:1;
771,stu_11,喜茶,2024-10-07 15:06:00,已完成,19.0,羽衣纤体瓶:1;
772,stu_33,蜜雪冰城,2024-10-07 16:30:00,已完成,20.0,冰鲜柠檬水:4;
773,stu_8,奈雪的茶,2024-10-08 11:52:00,已完成,73.0,茉莉初雪奶茶:1;霸气橙子:3;
774,stu_8,古茗,2024-10-08 13:02:00,已完成,31.0,云深幽兰:1;云雾栀子:1;
